"","Cluster","nome_coluna","V1"
"1",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",22
"2",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",17
"3",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",16
"4",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",9
"5",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",5
"6",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",4
"7",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",3
"8",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",2
"9",1,"RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.EXCEPTION_CATCH.REMOVED.global.error; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.VARIABLE_DECLARATION.REMOVED.global.error; RESERVED.METHOD_CALL.UPDATED.global.error;  
""RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.UPDATED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.ASSIGNMENT_LHS.REMOVED.global.import; RESERVED.ASSIGNMENT_RHS.REMOVED.global.import; RESERVED.CONDITION.REMOVED.global.new; RESERVED.STATEMENT.UPDATED.global.new",1
"10",2,"RESERVED.CONDITION.REMOVED.global.falsey; RESERVED.STATEMENT.UPDATED.global.var; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new",34
"11",2,"RESERVED.CONDITION.REMOVED.global.falsey; RESERVED.STATEMENT.UPDATED.global.var; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new",1
"12",3,"RESERVED.CONDITION.REMOVED.global.falsey; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error",185
"13",3,"RESERVED.CONDITION.REMOVED.global.falsey; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error",4
"14",3,"RESERVED.CONDITION.REMOVED.global.falsey; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.REMOVED.global.exec; RESERVED.PARAMETER_DECLARATION.INSERTED.global.error",1
"15",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",816
"16",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",14
"17",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",7
"18",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",5
"19",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",2
"20",4,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_RHS.UPDATED.global.error; RESERVED.STATEMENT.REMOVED.global.new",1
"21",5,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ARGUMENT.REMOVED.global.error",153
"22",5,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ARGUMENT.REMOVED.global.error",3
"23",5,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ARGUMENT.REMOVED.global.error",1
"24",6,"RESERVED.STATEMENT.INSERTED.global.var; RESERVED.STATEMENT.REMOVED.global.new",27
"25",6,"RESERVED.STATEMENT.INSERTED.global.var; RESERVED.STATEMENT.REMOVED.global.new",1
"26",7,"METHOD.METHOD_CALL.INSERTED.global.test; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.UPDATED.global.new",24
"27",7,"METHOD.METHOD_CALL.INSERTED.global.test; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.UPDATED.global.new",2
"28",8,"RESERVED.CONDITION.INSERTED.global.true; RESERVED.STATEMENT.UPDATED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; METHOD.METHOD_CALL.REMOVED.global.exec",182
"29",8,"RESERVED.CONDITION.INSERTED.global.true; RESERVED.STATEMENT.UPDATED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; METHOD.METHOD_CALL.REMOVED.global.exec",3
"30",8,"RESERVED.CONDITION.INSERTED.global.true; RESERVED.STATEMENT.UPDATED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; METHOD.METHOD_CALL.REMOVED.global.exec",2
"31",8,"RESERVED.CONDITION.INSERTED.global.true; RESERVED.STATEMENT.UPDATED.global.new; METHOD.METHOD_CALL.INSERTED.global.exec; METHOD.METHOD_CALL.REMOVED.global.exec",1
"32",9,"RESERVED.CONDITION.REMOVED.global.error; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.EXCEPTION_CATCH.REMOVED.global.error",45
"33",9,"RESERVED.CONDITION.REMOVED.global.error; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.EXCEPTION_CATCH.REMOVED.global.error",6
"34",9,"RESERVED.CONDITION.REMOVED.global.error; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.EXCEPTION_CATCH.REMOVED.global.error",4
"35",9,"RESERVED.CONDITION.REMOVED.global.error; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.METHOD_CALL.REMOVED.global.error; RESERVED.EXCEPTION_CATCH.REMOVED.global.error",1
"36",10,"RESERVED.CONDITION.INSERTED.global.sheq; RESERVED.STATEMENT.INSERTED.global.var; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new",12
"37",10,"RESERVED.CONDITION.INSERTED.global.sheq; RESERVED.STATEMENT.INSERTED.global.var; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new",1
"38",12,"METHOD.METHOD_CALL.INSERTED.global.replace; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.STATEMENT.INSERTED.global.new",34
"39",12,"METHOD.METHOD_CALL.INSERTED.global.replace; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.STATEMENT.INSERTED.global.new",2
"40",12,"METHOD.METHOD_CALL.INSERTED.global.replace; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.STATEMENT.INSERTED.global.new",1
"41",13,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.return; RESERVED.STATEMENT.REMOVED.global.return; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.STATEMENT.INSERTED.global.new",22
"42",13,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.return; RESERVED.STATEMENT.REMOVED.global.return; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new; RESERVED.STATEMENT.INSERTED.global.new",1
"43",14,"RESERVED.ASSIGNMENT_RHS.INSERTED.global.false; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.VARIABLE_DECLARATION.INSERTED.global.error",82
"44",14,"RESERVED.ASSIGNMENT_RHS.INSERTED.global.false; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.STATEMENT.UPDATED.global.new; RESERVED.VARIABLE_DECLARATION.INSERTED.global.error",1
"45",15,"FIELD.ASSIGNMENT_RHS.INSERTED.global.length; RESERVED.CONDITION.REMOVED.global.typeof; RESERVED.STATEMENT.INSERTED.global.new",19
"46",15,"FIELD.ASSIGNMENT_RHS.INSERTED.global.length; RESERVED.CONDITION.REMOVED.global.typeof; RESERVED.STATEMENT.INSERTED.global.new",1
"47",16,"FIELD.METHOD_CALL.REMOVED.global.global",9
"48",17,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.return; RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.charCodeAt; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new",116
"49",17,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.return; RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.charCodeAt; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new",4
"50",17,"RESERVED.CONDITION.INSERTED.global.falsey; RESERVED.STATEMENT.INSERTED.global.return; RESERVED.STATEMENT.INSERTED.global.new; METHOD.METHOD_CALL.INSERTED.global.charCodeAt; RESERVED.ARGUMENT.REMOVED.global.error; RESERVED.ASSIGNMENT_LHS.INSERTED.global.new",1
"51",18,"RESERVED.ASSIGNMENT_RHS.INSERTED.global.null; RESERVED.CONDITION.REMOVED.global.typeof; RESERVED.STATEMENT.INSERTED.global.new",25
"52",18,"RESERVED.ASSIGNMENT_RHS.INSERTED.global.null; RESERVED.CONDITION.REMOVED.global.typeof; RESERVED.STATEMENT.INSERTED.global.new",2
"53",19,"RESERVED.CONDITION.INSERTED.global.sheq; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new",22
"54",19,"RESERVED.CONDITION.INSERTED.global.sheq; RESERVED.STATEMENT.UPDATED.global.var; RESERVED.EXPRESSION.UPDATED.global.error; RESERVED.STATEMENT.INSERTED.global.new; RESERVED.STATEMENT.UPDATED.global.new",1
"55",20,"RESERVED.ARGUMENT.REMOVED.global.this; RESERVED.STATEMENT.UPDATED.global.new",18
